S No,Category 1,Category 2,Category 3,Category 4,Category 5
1,Mro Supplies,Apparel & Luggage & Personal Care Products,Apparel & Luggage & Personal Care Products,Apparel & Luggage & Personal Care Products,Apparel & Luggage & Personal Care Products
2,Mro Supplies,Apparel & Luggage & Personal Care Products,Apparel Supplies,Apparel Supplies,Apparel Supplies
3,Mro Supplies,Apparel & Luggage & Personal Care Products,Apparel Supplies,Apparel Supplies,Badge Retractor
4,Mro Supplies,Apparel & Luggage & Personal Care Products,Clothing,Clothing,Clothing
5,Mro Supplies,Apparel & Luggage & Personal Care Products,Clothing,Bottomwear,Pants
6,Mro Supplies,Apparel & Luggage & Personal Care Products,Clothing,Topwear,Hood
7,Mro Supplies,Apparel & Luggage & Personal Care Products,Clothing,Topwear,Shirts
8,Mro Supplies,Apparel & Luggage & Personal Care Products,Footwear,Shoes,Shoes
9,Mro Supplies,Apparel & Luggage & Personal Care Products,Personal Care Products,Bath & Body,H& Cleaner
10,Mro Supplies,Building Supplies,Bricks/ Tiles/ Blocks,Bricks/ Tiles/ Blocks,Bricks/ Tiles/ Blocks
11,Mro Supplies,Building Supplies,Building & Construction Machinery & Accessories,Building & Construction Machinery & Accessories,Building & Construction Machinery & Accessories
12,Mro Supplies,Building Supplies,Building & Construction Machinery & Accessories,Boiler & Furnace Construction & Maintenance Services,Boiler & Furnace Construction & Maintenance Services
13,Mro Supplies,Building Supplies,Building & Construction Machinery & Accessories,Building & Facility Construction & Maintenance Parts,Work Platform
14,Mro Supplies,Building Supplies,Building & Construction Machinery & Accessories,Flooring,Flooring
15,Mro Supplies,Building Supplies,Building & Construction Machinery & Accessories,Heavy Construction Machinery & Equipment,Heavy Equipment Components
16,Mro Supplies,Building Supplies,Building & Construction Machinery & Accessories,Painting,Painting
17,Mro Supplies,Building Supplies,Building & Construction Machinery & Accessories,Plumbing,Plumbing
18,Mro Supplies,Building Supplies,Building & Construction Machinery & Accessories,Building & Construction Machinery & Accessories,Roll Cut
19,Mro Supplies,Building Supplies,Building & Construction Machinery & Accessories,Specialty Building & Trades Services,Fencing & Railing Service
20,Mro Supplies,Building Supplies,Building & Construction Machinery & Accessories,Building & Construction Machinery & Accessories,Trench Drain
21,Mro Supplies,Building Supplies,Concrete/ Cement/ Plaster,Cement,Cement
22,Mro Supplies,Building Supplies,Concrete/ Cement/ Plaster,Concrete,Concrete
23,Mro Supplies,Building Supplies,Insulation,Insulation,Insulation
24,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Construction & Maintenance Support Equipment,Ladders
25,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Domestic Appliances Accessories,Cover/Lid
26,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Doors & Windows & Glass,Doors
27,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Doors & Windows & Glass,Door Closers
28,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Doors & Windows & Glass,Panel
29,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Doors & Windows & Glass,Track
30,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Doors & Windows & Glass,Glass Doors
31,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Doors & Windows & Glass,Glass Products
32,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Doors & Windows & Glass,Windows
33,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Drain Coverings,Drain Coverings
34,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Floor Coverings,Floor Coverings
35,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Gates,Gate
36,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Rail Slide,Rail Slide
37,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Structural Components & Basic Shapes,Structural Components & Basic Shapes
38,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Structural Components & Basic Shapes,Angles
39,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Structural Components & Basic Shapes,Heavy Duty Post
40,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Structural Components & Basic Shapes,Pivot Plate
41,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Structural Components & Basic Shapes,Plate
42,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Structural Components & Basic Shapes,Knife Mounting Plate
43,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Structural Components & Basic Shapes,Pressure Plate
44,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Structural Components & Basic Shapes,Pickup Head
45,Mro Supplies,Building Supplies,Structures & Building & Construction & Manufacturing Components & Supplies,Structural Components & Basic Shapes,Whitewood
46,Mro Supplies,Chemicals & Lubes,Chemicals & Lubes,Chemicals & Lubes,Chemicals & Lubes
47,Mro Supplies,Chemicals & Lubes,Chemicals Including Bio Chemicals & Gas Materials,Compounds & Mixtures,Compounds & Mixtures
48,Mro Supplies,Chemicals & Lubes,Coolants,Coolants,Coolants
49,Mro Supplies,Energy & Utilities,"Fuels, Fuel Additives & Anti Corrosive Materials",Fuels,"Fuel Oils (Petrol, Diesel, Kerosine)"
50,Mro Supplies,Chemicals & Lubes,Chemicals & Lubes,Chemicals & Lubes,Lubricants & Oils & Greases & Anti Corrosives
51,Mro Supplies,Chemicals & Lubes,Chemicals & Lubes,Chemicals & Lubes,Grease
52,Mro Supplies,Chemicals & Lubes,Glycol,Glycol,Glycol
53,Mro Supplies,Chemicals & Lubes,Chemicals & Lubes,Chemicals & Lubes,Hydraulic Oil
54,Mro Supplies,Chemicals & Lubes,Industrial Use Chemicals,Industrial Use Chemicals,Industrial Use Chemicals
55,Mro Supplies,Chemicals & Lubes,Industrial Use Chemicals,Industrial Use Chemicals,Antiscalant
56,Mro Supplies,Chemicals & Lubes,Chemicals & Lubes,Chemicals & Lubes,Lubricating Oils
57,Mro Supplies,Chemicals & Lubes,Chemicals & Lubes,Chemicals & Lubes,Lubrication Containers & Accessories
58,Mro Supplies,Chemicals & Lubes,Chemicals & Lubes,Chemicals & Lubes,Lubrication System
59,Mro Supplies,Chemicals & Lubes,Chemicals & Lubes,Chemicals & Lubes,Oil
60,Mro Supplies,Chemicals & Lubes,Resin & Rosin & Rubber & Foam & Film & Elastomeric Materials,Resin & Rosin & Rubber & Foam & Film & Elastomeric Materials,Resin & Rosin & Rubber & Foam & Film & Elastomeric Materials
61,Mro Supplies,Chemicals & Lubes,Resin & Rosin & Rubber & Foam & Film & Elastomeric Materials,Film,Film
62,Mro Supplies,Chemicals & Lubes,Resin & Rosin & Rubber & Foam & Film & Elastomeric Materials,Resin & Rosin & Rubber & Foam & Film & Elastomeric Materials,Foam Machine
63,Mro Supplies,Chemicals & Lubes,Resin & Rosin & Rubber & Foam & Film & Elastomeric Materials,Resins & Rosins & Other Resin Derived Materials,Resins
64,Mro Supplies,Chemicals & Lubes,Resin & Rosin & Rubber & Foam & Film & Elastomeric Materials,Resins & Rosins & Other Resin Derived Materials,Thermal Roll
65,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Commercial & Military & Private Vehicles & Their Accessories & Components,Commercial & Military & Private Vehicles & Their Accessories & Components,Commercial & Military & Private Vehicles & Their Accessories & Components
66,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Automotive Tools / Equipments,Automotive Tools / Equipments,Automotive Tools / Equipments
67,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Motor Vehicles,Passenger Motor Vehicles,Automobiles Or Cars
68,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Tires Accessories & Parts,Snow Chains,Buddy Traction Mat
69,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Transportation Components & Systems,Braking Systems & Components,Brake Cable
70,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Transportation Components & Systems,Braking Systems & Components,Brake Calipers
71,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Transportation Components & Systems,Braking Systems & Components,Rim Kit
72,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Transportation Components & Systems,Suspension System Components,Shock Absorber
73,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Transportation Components & Systems,Windshield Wipers,Wiper Base
74,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Vehicle Accessories,Vehicle Accessories,Vehicle Accessories
75,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Vehicle Accessories,Vehicle Accessories,Funnel
76,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Vehicle Bodies & Trailers,Automotive Chassis,Bumper
77,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Vehicle Bodies & Trailers,Product & Material Trailers,Product & Material Trailers
78,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Wheel Accessories,Wheel Accessories,Wheel Accessories
79,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Wheel Accessories,Wheel Accessories,Casters
80,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Wheel Accessories,Wheel Accessories,Dolly
81,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Wheel Accessories,Wheel Accessories,Guide Wheel
82,Mro Supplies,Commercial & Military & Private Vehicles & Their Accessories & Components,Wheel Accessories,Wheel Accessories,Rim
